543,#genre#
台灣真善美,http://106.107.237.222:5051/ofiii241/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
請問今晚住誰家,http://106.107.237.222:5051/ofiii242/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
早餐中國,http://106.107.237.222:5051/ofiii243/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
溢起趣打卡,http://106.107.237.222:5051/ofiii244/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
台灣壹百種味道,http://106.107.237.222:5051/ofiii245/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
中國美食大探索,http://106.107.237.222:5051/ofiii246/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
中國旅遊大探索,http://106.107.237.222:5051/ofiii247/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
秘境不思溢,http://106.107.237.222:5051/ofiii248/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
紓壓雷雨聲,http://106.107.237.222:5051/ofiii250/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
療癒下雨聲,http://106.107.237.222:5051/ofiii251/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
放鬆的爵士午後,http://106.107.237.222:5051/ofiii252/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
夏日陽光海浪聲,http://106.107.237.222:5051/ofiii254/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
大自然流水聲,http://106.107.237.222:5051/ofiii255/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
東森娛樂台,http://106.107.237.222:5051/ofiii32/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
中天亞洲精采台,http://106.107.237.222:5051/ofiii36/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
經典劇場,http://106.107.237.222:5051/ofiii38/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
短劇馬拉松,http://106.107.237.222:5051/ofiii39/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
Yes娛樂,http://106.107.237.222:5051/ofiii47/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
掏掏新聞,http://106.107.237.222:5051/ofiii50/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
國際大小事,http://106.107.237.222:5051/ofiii55/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
第1財經,http://106.107.237.222:5051/ofiii64/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
Golden 強片台,http://106.107.237.222:5051/ofiii70/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
周星馳台,http://106.107.237.222:5051/ofiii73/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
歐飛電影台,http://106.107.237.222:5051/ofiii74/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
歐飛動作電影台,http://106.107.237.222:5051/ofiii75/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
Golden影迷台,http://106.107.237.222:5051/ofiii76/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
劉德華台,http://106.107.237.222:5051/ofiii77/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
香港天王台,http://106.107.237.222:5051/ofiii78/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
全民星攻略 知識開箱,http://106.107.237.222:5051/ofiii81/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
Focus探索新知台,http://106.107.237.222:5051/ofiii82/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
鄉民大學問,http://106.107.237.222:5051/ofiii83/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
地球檔案庫,http://106.107.237.222:5051/ofiii84/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
社會NOW什麼,http://106.107.237.222:5051/ofiii85/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
啦啦隊獨家專訪,http://106.107.237.222:5051/ofiii88/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
泰可愛旋風,http://106.107.237.222:5051/ofiii89/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
演唱會直擊,http://106.107.237.222:5051/ofiii91/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
健康問良醫,http://106.107.237.222:5051/ofiii92/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
ASMR行車紀錄,http://106.107.237.222:5051/ofiii94/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
Freeman台灣,http://106.107.237.222:5051/ofiii95/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
饕客揪愛吃,http://106.107.237.222:5051/ofiii96/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
人氣動漫預告,http://106.107.237.222:5051/ofiii97/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR
九九敬老頻道,http://106.107.237.222:5051/ofiii99/index.m3u8?token=t5oeSW08QAHcnt7M70-d0H_vpL3nOSHnjtNzi8hmX7aLNmO_lKpAppZ0B2tnrhaR



酒店,#genre#
民視HD,http://220.134.196.147:9574/http/61.219.99.20:8081/hls/85/80/Ftv4max.m3u8
DISCOVERY,http://220.134.196.147:8516/http/61.219.99.20:8081/hls/71/813/ch44.m3u8
旅遊生活,http://220.134.196.147:8557/http/61.219.99.20:8081/hls/70/812/ch38.m3u8
動物星球,http://220.134.196.147:8540/http/61.219.99.20:8081/hls/70/812/ch37.m3u8
亞洲旅遊,http://220.134.196.147:8579/http/61.219.99.20:8081/hls/76/818/ch61.m3u8
MOMO親子台,http://220.134.196.147:8517/http/61.219.99.20:8081/hls/90/80/momo4max.m3u8
東森幼幼HD,http://220.134.196.147:9588/http/61.219.99.20:8081/hls/63/805/ch09.m3u8
龍華卡通台,http://220.134.196.147:8568/http/61.219.99.20:8068/hls/14/80/cstv14.m3u8
緯來綜合HD,http://220.134.196.147:8533/http/61.219.99.20:8081/hls/68/810/ch32.m3u8
八大第一HD,http://220.134.196.147:8505/http/61.219.99.20:8081/hls/66/808/ch22.m3u8
八大綜合HD,http://220.134.196.147:8518/http/61.219.99.20:8081/hls/66/808/ch21.m3u8
三立台灣HD,http://220.134.196.147:8513/http/61.219.99.20:8081/hls/65/807/ch20.m3u8
三立都會HD,http://220.134.196.147:8503/http/61.219.99.20:8081/hls/65/807/ch19.m3u8
東森綜合HD,http://220.134.196.147:9553/http/61.219.99.20:8081/hls/63/805/ch12.m3u8
中天娛樂HD,http://220.134.196.147:8509/http/61.219.99.20:8081/hls/67/809/ch26.m3u8
東風衛視,http://220.134.196.147:8537/http/61.219.99.20:8081/hls/68/810/ch31.m3u8
八大戲劇HD,http://220.134.196.147:8552/http/61.219.99.20:8081/hls/66/808/ch23.m3u8
緯來日本HD,http://220.134.196.147:8565/http/61.219.99.20:8081/hls/69/811/ch34.m3u8
非凡商業HD,http://220.134.196.147:8511/http/61.219.99.20:8081/hls/74/816/ch56.m3u8
壹新聞,http://220.134.196.147:8501/http/61.219.99.20:8081/hls/66/808/ch24.m3u8
好萊塢電影HD,http://220.134.196.147:8543/http/61.219.99.20:8081/hls/74/816/ch55.m3u8
緯來電影HD,http://220.134.196.147:8574/http/61.219.99.20:8081/hls/69/811/ch35.m3u8
AXN,http://220.134.196.147:8526/http/61.219.99.20:8081/hls/71/813/ch43.m3u8
CINEMAX HD,http://220.134.196.147:8535/http/61.219.99.20:8081/hls/71/813/ch42.m3u8
寵物頻道,http://220.134.196.147:8532/http/59.120.8.187:8078/hls/40/80/pettv.m3u8
緯來育樂HD,http://220.134.196.147:8547/http/59.120.8.187:8081/hls/68/810/ch30.m3u8
緯來體育HD,http://220.134.196.147:8553/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
momo綜合台,http://220.134.196.147:8575/http/59.120.8.187:8081/hls/76/818/momo_max.m3u8
DAZN 2,http://220.134.196.147:9119/http/59.120.8.187:8078/hls/26/80/esport2.m3u8
廈門衛視,http://220.134.196.147:8573/http/59.120.8.187:8078/hls/42/80/xmtv.m3u8
CCTV4-中央衛視,http://220.134.196.147:8559/http/59.120.8.187:8078/hls/42/80/cctv4.m3u8
海峽衛視,http://220.134.196.147:8550/http/59.120.8.187:8078/hls/42/80/fjttv.m3u8
浙江衛視,http://220.134.196.147:8512/http/59.120.8.187:8078/hls/41/80/zhejiang.m3u8
湖南衛視,http://220.134.196.147:8563/http/59.120.8.187:8078/hls/41/80/huana.m3u8
鳯凰衛視資訊,http://220.134.196.147:8577/http/59.120.8.187:8078/hls/20/80/phoenixif.m3u8
鳯凰衛視中文,http://220.134.196.147:8578/http/59.120.8.187:8078/hls/21/80/phoenixch.m3u8





GPT-香港,#genre#
翡翠台,http://106.107.237.222:5050/smart.php?id=jade_twn&token=885252
翡翠台,http://106.107.237.222:5050/smart.php?id=Jade_xue&token=885252
明珠台,http://106.107.237.222:5050/smart.php?id=pearl_twn&token=885252
无线新闻,http://106.107.237.222:5050/smart.php?id=inews_twn&token=885252
TVBPLUS,http://106.107.237.222:5050/smart.php?id=j2_twn&token=885252
ViuTV,http://106.107.237.222:5050/smart.php?id=viu1_twn&token=885252
ViuTV 6,http://106.107.237.222:5050/smart.php?id=viusix_twn&token=885252
RTHK 31,http://106.107.237.222:5050/smart.php?id=rhk31_twn&token=885252
RTHK 32,http://106.107.237.222:5050/smart.php?id=rhk32_twn&token=885252
HOY TV,http://106.107.237.222:5050/smart.php?id=hoycaijing_twn&token=885252
凤凰中文,http://106.107.237.222:5050/smart.php?id=phoenixtv_hd&token=885252
凤凰资讯,http://106.107.237.222:5050/smart.php?id=phoenixinfo_hd&token=885252
凤凰香港,http://106.107.237.222:5050/smart.php?id=hkphoenix_twn&token=885252
GPT-台湾,#genre#
台视 HD,http://106.107.237.222:5050/smart.php?id=ttv_taiwan&token=885252
台视新闻,http://106.107.237.222:5050/smart.php?id=ttvnews_twn&token=885252
台视综合,http://106.107.237.222:5050/smart.php?id=ttvzhonghe&token=885252
中视 HD,http://106.107.237.222:5050/smart.php?id=zhongshihd_twn&token=885252
中视新闻,http://106.107.237.222:5050/smart.php?id=zhongshinews_twn&token=885252
中视经典,http://106.107.237.222:5050/smart.php?id=zhongshi_twn&token=885252
华视 HD,http://106.107.237.222:5050/smart.php?id=ctshd_twn&token=885252
公视 HD,http://106.107.237.222:5050/smart.php?id=ctv_taiwan&token=885252
公视台语台,http://106.107.237.222:5050/smart.php?id=ctv2_twn&token=885252
三立台湾台,http://106.107.237.222:5050/smart.php?id=sanlitaiwan&token=885252
三立都会台,http://106.107.237.222:5050/smart.php?id=sanlidouhui_twn&token=885252
三立综合台,http://106.107.237.222:5050/smart.php?id=sanlizhonghe&token=885252
三立戏剧台,http://106.107.237.222:5050/smart.php?id=sanlixiju_twn&token=885252
东森新闻台,http://106.107.237.222:5050/smart.php?id=ettvnews&token=885252
东森财经新闻台,http://106.107.237.222:5050/smart.php?id=ettvcaijing_twn&token=885252
东森综合台,http://106.107.237.222:5050/smart.php?id=ettvzhonghe&token=885252
东森戏剧台,http://106.107.237.222:5050/smart.php?id=ettvdrama&token=885252
东森电影台,http://106.107.237.222:5050/smart.php?id=ettvmovie&token=885252
东森洋片台,http://106.107.237.222:5050/smart.php?id=ettvwestern&token=885252
东森幼幼台,http://106.107.237.222:5050/smart.php?id=yoyo_twn&token=885252
东森超视,http://106.107.237.222:5050/smart.php?id=ettvsuper&token=885252
TVBS HD,http://106.107.237.222:5050/smart.php?id=tvbs&token=885252
TVBS 新闻台,http://106.107.237.222:5050/smart.php?id=tvbs_n&token=885252
TVBS 欢乐台,http://106.107.237.222:5050/smart.php?id=tvbshuanle_twn&token=885252
民视 HD,http://106.107.237.222:5050/smart.php?id=ftvhd_taiwan&token=885252
民视新闻台,http://106.107.237.222:5050/smart.php?id=ftvnew_taiwan&token=885252
民视台湾台,http://106.107.237.222:5050/smart.php?id=ftvtaiwan_twn&token=885252
中天综合,http://106.107.237.222:5050/smart.php?id=ctizhonghe&token=885252
中天娱乐,http://106.107.237.222:5050/smart.php?id=ctient&token=885252
中天亚洲,http://106.107.237.222:5050/smart.php?id=ctiasia_twn&token=885252
中天新闻,http://106.107.237.222:5050/smart.php?id=ctinews&token=885252
寰宇新闻台,http://106.107.237.222:5050/smart.php?id=huanyuxinwen_twn&token=885252
寰宇财经台,http://106.107.237.222:5050/smart.php?id=huanyutaiwan_twn&token=885252
八大第一台,http://106.107.237.222:5050/smart.php?id=badafirst&token=885252
八大综合台,http://106.107.237.222:5050/smart.php?id=badazhonghe&token=885252
八大戏剧台,http://106.107.237.222:5050/smart.php?id=badadrama&token=885252
八大娱乐台,http://106.107.237.222:5050/smart.php?id=badaentertain&token=885252
纬来体育,http://106.107.237.222:5050/smart.php?id=videolandsport&token=885252
纬来精彩,http://106.107.237.222:5050/smart.php?id=videolandspecial_twn&token=885252
纬来日本,http://106.107.237.222:5050/smart.php?id=videolandjapan&token=885252
纬来电影,http://106.107.237.222:5050/smart.php?id=videolandmovie&token=885252
纬来综合,http://106.107.237.222:5050/smart.php?id=videolandzonghe&token=885252
纬来育乐,http://106.107.237.222:5050/smart.php?id=videolandyule&token=885252
爱尔达综合台,http://106.107.237.222:5050/smart.php?id=eltazonghe_twn&token=885252
爱尔达影剧台,http://106.107.237.222:5050/smart.php?id=eltayingju_twn&token=885252
爱尔达体育1台,http://106.107.237.222:5050/smart.php?id=eltasport1_twn&token=885252
爱尔达体育2台,http://106.107.237.222:5050/smart.php?id=eltasport2_twn&token=885252
爱尔达体育3台,http://106.107.237.222:5050/smart.php?id=eltasport3_twn&token=885252
非凡新闻,http://106.107.237.222:5050/smart.php?id=feifannews_twn&token=885252
年代新闻,http://106.107.237.222:5050/smart.php?id=niandainews_twn&token=885252
龙华戏剧,http://106.107.237.222:5050/smart.php?id=lunghuaxiju_twn&token=885252
龙华偶像,http://106.107.237.222:5050/smart.php?id=lunghuaidol_twn&token=885252
龙华电影,http://106.107.237.222:5050/smart.php?id=xingwei_movie&token=885252
龙华洋片,http://106.107.237.222:5050/smart.php?id=lunghuawestern_twn&token=885252
龙华经典,http://106.107.237.222:5050/smart.php?id=lunghuajingdian_twn&token=885252
靖天国际,http://106.107.237.222:5050/smart.php?id=jingtianintl_twn&token=885252
靖天卡通,http://106.107.237.222:5050/smart.php?id=jingtiancartoon_twn&token=885252
大愛電視,http://106.107.237.222:5050/smart.php?id=daai_twn&token=885252
大愛二台,http://106.107.237.222:5050/smart.php?id=daai2_twn&token=885252
EYE 旅游台,http://106.107.237.222:5050/smart.php?id=eyetvtravel_twn&token=885252
EYE 戏剧台,http://106.107.237.222:5050/smart.php?id=eyetvxiju_twn&token=885252
亚洲美食,http://106.107.237.222:5050/smart.php?id=afc_twn&token=885252
美食星球,http://106.107.237.222:5050/smart.php?id=foodplanet_twn&token=885252
TLC旅遊生活,http://106.107.237.222:5050/smart.php?id=tlc_twn&token=885252
亚洲旅游台,http://106.107.237.222:5050/smart.php?id=asiatravel_twn&token=885252
Arirang,http://106.107.237.222:5050/smart.php?id=arirang_twn&token=885252
AXN Taiwan,http://106.107.237.222:5050/smart.php?id=axn_twn&token=885252
MTV Live,http://106.107.237.222:5050/smart.php?id=mtvhd_twn&token=885252
HBO_HD,http://106.107.237.222:5050/smart.php?id=hbohd_twn&token=885252
HBO_HITS,http://106.107.237.222:5050/smart.php?id=hbohit_twn&token=885252
CINEMAX,http://106.107.237.222:5050/smart.php?id=cinemax_twn&token=885252
好萊塢電影台,http://106.107.237.222:5050/smart.php?id=hollywoodmovies_twn&token=885252
卫视电影台,http://106.107.237.222:5050/smart.php?id=weishimovie_twn&token=885252
龙祥时代,http://106.107.237.222:5050/smart.php?id=lungxiangtime_twn&token=885252
美亚电影,http://106.107.237.222:5050/smart.php?id=meiyamovie_twn&token=885252
華藝綜合,http://106.107.237.222:5050/smart.php?id=weishichinese_twn&token=885252
博斯运动一台,http://106.107.237.222:5050/smart.php?id=bosisport1_twn&token=885252
博斯运动二台,http://106.107.237.222:5050/smart.php?id=bosisport2_twn&token=885252
博斯高球一台,http://106.107.237.222:5050/smart.php?id=bosigolf1_twn&token=885252
博斯高球二台,http://106.107.237.222:5050/smart.php?id=bosigolf2_twn&token=885252
博斯网球台,http://106.107.237.222:5050/smart.php?id=bositennis_twn&token=885252
博斯无限台,http://106.107.237.222:5050/smart.php?id=bosiunlimited_twn&token=885252
好消息 2,http://106.107.237.222:5050/smart.php?id=good2_twn&token=885252
GPT-央视,#genre#
CCTV-1 综合,http://106.107.237.222:5050/smart.php?id=cctv1&token=885252
CCTV-2 财经,http://106.107.237.222:5050/smart.php?id=cctv2&token=885252
CCTV-3 综艺,http://106.107.237.222:5050/smart.php?id=cctv3&token=885252
CCTV-4 中文国际,http://106.107.237.222:5050/smart.php?id=Cctv4&token=885252
CCTV-4 中文国际,http://106.107.237.222:5050/smart.php?id=cctv4&token=885252
CCTV-5 体育,http://106.107.237.222:5050/smart.php?id=cctv5&token=885252
CCTV-6 电影,http://106.107.237.222:5050/smart.php?id=cctv6&token=885252
CCTV-7 国防军事,http://106.107.237.222:5050/smart.php?id=cctv7&token=885252
CCTV-8 电视剧,http://106.107.237.222:5050/smart.php?id=cctv8hd&token=885252
CCTV-9 记录,http://106.107.237.222:5050/smart.php?id=cctv9hd&token=885252
CCTV-10 科教,http://106.107.237.222:5050/smart.php?id=cctv10hd&token=885252
CCTV-11 戏曲,http://106.107.237.222:5050/smart.php?id=cctv11&token=885252
CCTV-12 社会与法,http://106.107.237.222:5050/smart.php?id=cctv12&token=885252
CCTV-13 新闻,http://106.107.237.222:5050/smart.php?id=cctv13&token=885252
CCTV-14 少儿,http://106.107.237.222:5050/smart.php?id=cctv14&token=885252
CCTV-15 音乐,http://106.107.237.222:5050/smart.php?id=cctv15&token=885252
CCTV-16 奥林匹克,http://106.107.237.222:5050/smart.php?id=cctv16&token=885252
CCTV-17 农业农村,http://106.107.237.222:5050/smart.php?id=cctv17&token=885252
CCTV-5+ 体育赛事,http://106.107.237.222:5050/smart.php?id=cctv5plus&token=885252
湖南卫视,http://106.107.237.222:5050/smart.php?id=hunan_twn&token=885252
浙江卫视,http://106.107.237.222:5050/smart.php?id=zhejiang_twn&token=885252
江苏卫视,http://106.107.237.222:5050/smart.php?id=jiangsu_twn&token=885252
东方卫视,http://106.107.237.222:5050/smart.php?id=dongfangweishi_twn&token=885252
北京卫视,http://106.107.237.222:5050/smart.php?id=beijing&token=885252
深圳卫视,http://106.107.237.222:5050/smart.php?id=shenzhen&token=885252
广东卫视,http://106.107.237.222:5050/smart.php?id=guangdongweishi_twn&token=885252
大湾区卫视,http://106.107.237.222:5050/smart.php?id=nanfang_twn&token=885252
珠江台,http://106.107.237.222:5050/smart.php?id=zhujiang&token=885252
东南卫视,http://106.107.237.222:5050/smart.php?id=fujian&token=885252
广西卫视,http://106.107.237.222:5050/smart.php?id=guangxi&token=885252
湖北卫视,http://106.107.237.222:5050/smart.php?id=hubei&token=885252
四川卫视,http://106.107.237.222:5050/smart.php?id=sichuan_twn&token=885252
CGTN,http://106.107.237.222:5050/smart.php?id=CGTN&token=885252
GPT-电影,#genre#
CCTV-6,http://106.107.237.222:5050/smart.php?id=cctv6&token=885252
AXN Taiwan,http://106.107.237.222:5050/smart.php?id=axn_twn&token=885252
HBO_HD,http://106.107.237.222:5050/smart.php?id=hbohd_twn&token=885252
HBO_HITS,http://106.107.237.222:5050/smart.php?id=hbohit_twn&token=885252
CINEMAX,http://106.107.237.222:5050/smart.php?id=cinemax_twn&token=885252
好萊塢電影台,http://106.107.237.222:5050/smart.php?id=hollywoodmovies_twn&token=885252
东森电影,http://106.107.237.222:5050/smart.php?id=ettvmovie&token=885252
东森洋片,http://106.107.237.222:5050/smart.php?id=ettvwestern&token=885252
龙华电影,http://106.107.237.222:5050/smart.php?id=xingwei_movie&token=885252
龙华洋片,http://106.107.237.222:5050/smart.php?id=lunghuawestern_twn&token=885252
龙祥时代,http://106.107.237.222:5050/smart.php?id=lungxiangtime_twn&token=885252
美亚电影,http://106.107.237.222:5050/smart.php?id=meiyamovie_twn&token=885252
卫视电影台,http://106.107.237.222:5050/smart.php?id=weishimovie_twn&token=885252
天映频道,http://106.107.237.222:5050/smart.php?id=Celestial&token=885252
天映频道,http://106.107.237.222:5050/smart.php?id=Celestialindo&token=885252
天映经典,http://106.107.237.222:5050/smart.php?id=Celestial2&token=885252
Animax,http://106.107.237.222:5050/smart.php?id=Animax&token=885252
Movies Now HD,http://106.107.237.222:5050/smart.php?id=moviesnow_raj&token=885252
Star Movies HD,http://106.107.237.222:5050/smart.php?id=starmovies_raj&token=885252
Hits,http://106.107.237.222:5050/smart.php?id=Hits&token=885252
Warner TV,http://106.107.237.222:5050/smart.php?id=WarnerTV&token=885252
HBO HD,http://106.107.237.222:5050/smart.php?id=Hbo&token=885252
HBO Signature,http://106.107.237.222:5050/smart.php?id=Hbosignature&token=885252
HBO Family,http://106.107.237.222:5050/smart.php?id=Hbofamily&token=885252
HBO Hits,http://106.107.237.222:5050/smart.php?id=Hbohitshd&token=885252
Cinemax,http://106.107.237.222:5050/smart.php?id=Cinemax&token=885252
Dreamworks,http://106.107.237.222:5050/smart.php?id=Dreamworks&token=885252
SCM,http://106.107.237.222:5050/smart.php?id=Weishimovie&token=885252
Thrill,http://106.107.237.222:5050/smart.php?id=Thrill&token=885252
Hits Movie,http://106.107.237.222:5050/smart.php?id=Hitsmovie&token=885252
One,http://106.107.237.222:5050/smart.php?id=One&token=885252
tvN Movie,http://106.107.237.222:5050/smart.php?id=Tvnmovie&token=885252
Axn HD,http://106.107.237.222:5050/smart.php?id=Axn&token=885252
Paramount Network,http://106.107.237.222:5050/smart.php?id=Paramountnetwork&token=885252
Astrol Kplus,http://106.107.237.222:5050/smart.php?id=Kplus&token=885252
Rock Actions,http://106.107.237.222:5050/smart.php?id=Rockaction&token=885252
Rock Entertainment,http://106.107.237.222:5050/smart.php?id=Rockentertain&token=885252
GPT-记录,#genre#
Natgeo_HD,http://106.107.237.222:5050/smart.php?id=natgeohd_twn&token=885252
NatGeo_Wild HD,http://106.107.237.222:5050/smart.php?id=natgeowild_twn&token=885252
Animal_Planet,http://106.107.237.222:5050/smart.php?id=animalplanet_twn&token=885252
Discovery Asia,http://106.107.237.222:5050/smart.php?id=discoverytwn_twn&token=885252
CI,http://106.107.237.222:5050/smart.php?id=ci_twn&token=885252
Asia Travel,http://106.107.237.222:5050/smart.php?id=asiatravel_twn&token=885252
Discovery HD,http://106.107.237.222:5050/smart.php?id=discoveryhd_twn&token=885252
亚洲美食,http://106.107.237.222:5050/smart.php?id=afc_twn&token=885252
美食星球,http://106.107.237.222:5050/smart.php?id=foodplanet_twn&token=885252
亚洲TLC,http://106.107.237.222:5050/smart.php?id=tlc_twn&token=885252
NatGeo HD,http://106.107.237.222:5050/smart.php?id=Natgeo&token=885252
Fashion TV,http://106.107.237.222:5050/smart.php?id=fashiontv_twn&token=885252
History,http://106.107.237.222:5050/smart.php?id=History&token=885252
BBC Earth HD,http://106.107.237.222:5050/smart.php?id=bbcearth_twn&token=885252
BBC Earth Lifestyle,http://106.107.237.222:5050/smart.php?id=bbclifestyle_twn&token=885252
MTV Live,http://106.107.237.222:5050/smart.php?id=mtvhd_twn&token=885252
NatGeo Wild HD,http://106.107.237.222:5050/smart.php?id=Natgeowild&token=885252
Animal Planet (Eng),http://106.107.237.222:5050/smart.php?id=AnimalPlanet&token=885252
TLC,http://106.107.237.222:5050/smart.php?id=Tlc&token=885252
Foodnetwork Hd,http://106.107.237.222:5050/smart.php?id=Foodnetwork&token=885252
HGTV,http://106.107.237.222:5050/smart.php?id=HGTV&token=885252
亚洲旅游台,http://106.107.237.222:5050/smart.php?id=asiatravel_twn&token=885252
GPT-新闻,#genre#
Skynews,http://106.107.237.222:5050/smart.php?id=skynews_twn&token=885252
ABC News,http://106.107.237.222:5050/smart.php?id=abcnews_glo&token=885252
东森财经新闻,http://106.107.237.222:5050/smart.php?id=ettvcaijing_twn&token=885252
CBS HD,http://106.107.237.222:5050/smart.php?id=cbshd_glo&token=885252
CBSN HD,http://106.107.237.222:5050/smart.php?id=cbsn_glo&token=885252
France 24,http://106.107.237.222:5050/smart.php?id=france24_twn&token=885252
DW (Deutsch),http://106.107.237.222:5050/smart.php?id=dw_twn&token=885252
NHK World,http://106.107.237.222:5050/smart.php?id=nhkworld_japan&token=885252
Fox News,http://106.107.237.222:5050/smart.php?id=foxnews_twn&token=885252
